o:id,skos:prefLabel,dcterms:isReferencedBy ^^uri,skos:notation,skos:altLabel @fr,skos:altLabel @en,skos:scopeNote @fr,skos:scopeNote @en,skos:broader ^^resource,skos:narrower ^^resource,skos:related ^^resource
4050,Teacher supervision,http://vocabularies.unesco.org/thesaurus/concept12651,1.20,Inspection des enseignants,Teacher supervision,,,3609,,4033|4062
4041,Teacher mobility,http://vocabularies.unesco.org/thesaurus/concept14221,1.20,Mobilité des enseignants,Teacher mobility,,,4032,4056,3959|4048|4051
4046,Teacher role,http://vocabularies.unesco.org/thesaurus/concept14926,1.20,Rôle de l'enseignant,Teacher role,,,4049,,4045|4038
4047,Teacher selection,http://vocabularies.unesco.org/thesaurus/concept15094,1.20,Sélection des enseignants,Teacher selection,,,4044,,4043|4040|3033
4044,Teacher recruitment,http://vocabularies.unesco.org/thesaurus/concept15850,1.20,Recrutement des enseignants,Teacher recruitment,,,4063,4047,4051|4027|4043
4053,Teacher wages,http://vocabularies.unesco.org/thesaurus/concept15964,1.20,Salaire de l'enseignant,Teacher wages,,,4032,,
4052,Teacher trade unions,http://vocabularies.unesco.org/thesaurus/concept16441,1.20,Syndicat d'enseignants,Teacher trade unions,,,4027,,4063|4180
1244,Educational administration,http://vocabularies.unesco.org/thesaurus/concept21,1.20,Administration de l'éducation,Educational administration,Se rapporte à une partie ou à l'ensemble du système éducatif.,Relating to part or the whole of the educational system.,,1249,1293|1294|1301|1308|1328|1310
1292,Educational legislation,http://vocabularies.unesco.org/thesaurus/concept22,1.20,Législation de l'éducation,Educational legislation,,,,,765|3597|4049
1301,Educational organizations,http://vocabularies.unesco.org/thesaurus/concept23,1.20,Organisme de l'enseignement,Educational organizations,,,,1245,1244|1288|1259
1328,Educational supervision,http://vocabularies.unesco.org/thesaurus/concept24,1.20,Inspection de l'enseignement,Educational supervision,,,,54|1279|1496|3609,1244
4063,Teaching profession,http://vocabularies.unesco.org/thesaurus/concept25,1.20,Profession d'enseignant,Teaching profession,,,,4032|4043|4044|4049,1235|4052|4033|4054
1249,Educational articulation,http://vocabularies.unesco.org/thesaurus/concept3045,1.20,Articulation éducative,Educational articulation,Dispositif des structures éducatives permettant le passage entre les niveaux d'éducation ou entre les types d'écoles.,Between levels of education or types of school.,1244,1253|1258|1259|1262,1294|1308
1250,Educational assistance,http://vocabularies.unesco.org/thesaurus/concept3161,1.20,Assistance en matière d'éducation,Educational assistance,Aide apportée à des pays par des missions de spécialistes dans le cadre de programmes internationaux.,Provided by specialist missions to countries under international programmes.,1258,,1311|1274|1247|4068
4027,Teacher associations,http://vocabularies.unesco.org/thesaurus/concept3174,1.20,Association d'enseignants,Teacher associations,,,1251,4052,4044|3245
1251,Educational associations,http://vocabularies.unesco.org/thesaurus/concept3176,1.20,Association éducative,Educational associations,Association bénévole qui s'intéresse à l'administration de l'éducation.,Voluntary bodies concerned with the administration of education.,1245,2986|3955|4027,1277
1253,Educational autonomy,http://vocabularies.unesco.org/thesaurus/concept3427,1.20,Autonomie éducative,Educational autonomy,Accord donnant aux établissements éducatifs de tous niveaux une certaine autonomie en matière d'administration et de programmes.,Arrangements giving educational establishments at any level a degree of autonomy in administrative and programme matters.,1249,41,1294|1262
4043,Teacher qualifications,http://vocabularies.unesco.org/thesaurus/concept4543,1.20,Qualifications de l'enseignant,Teacher qualifications,,,4063,,1316|4032|4044|4047|4033|1026|4040|2866
3591,School clubs,http://vocabularies.unesco.org/thesaurus/concept5486,1.20,Club scolaire,School clubs,,,3955,,1520|883
4032,Teacher conditions of employment,http://vocabularies.unesco.org/thesaurus/concept6186,1.20,Conditions d'emploi de l'enseignant,Teacher conditions of employment,,,4063,4041|4053,1294|4025|4043|795
1279,Educational governing boards,http://vocabularies.unesco.org/thesaurus/concept6302,1.20,Conseil d'administration éducative,Educational governing boards,Organisme chargé de superviser l'administration générale des affaires d'une institution privée ou publique.,Entrusted with some degree of control over managing the affairs of private and public institutions.,1328,,1245
1258,Educational cooperation,http://vocabularies.unesco.org/thesaurus/concept6578,1.20,Coopération en éducation,Educational cooperation,Au niveau international.,At the international level.,1249,1250|4278,1309|896|2103
4278,University cooperation,http://vocabularies.unesco.org/thesaurus/concept6587,1.20,Coopération universitaire,University cooperation,,,1258,,
1259,Educational coordination,http://vocabularies.unesco.org/thesaurus/concept6604,1.20,Coordination en éducation,Educational coordination,Coordination des interventions de différentes agences et organismes qui s'occupent d'éducation.,Coordination of different agencies and organizations concerned with education.,1249,,1301
1262,Educational decentralization,http://vocabularies.unesco.org/thesaurus/concept7501,1.20,Décentralisation éducative,Educational decentralization,,,1249,,1294|1310|1253|2392
4045,Teacher responsibility,http://vocabularies.unesco.org/thesaurus/concept9128,1.20,Responsabilité de l'enseignant,Teacher responsibility,,,4049,,4046|1243|3469
1245,Educational administrative structure,http://vocabularies.unesco.org/thesaurus/concept9133,1.20,Structure administrative de l'enseignement,Educational administrative structure,,,1301,1251|1277|1765|2392|3393,1279|1496
1277,Educational foundations,http://vocabularies.unesco.org/thesaurus/concept9135,1.20,Fondation éducative,Educational foundations,"Organisme qui accorde des bourses d'études ou des subventions pour financer la recherche, les services, les installations et équipements éducatifs.","Provide grants or funds to finance research, services, facilities, equipment.",1245,,1251
1765,Government educational bodies,http://vocabularies.unesco.org/thesaurus/concept9136,1.20,Organisme gouvernemental de l'enseignement,Government educational bodies,,,1245,,3918|1764
2392,Local educational bodies,http://vocabularies.unesco.org/thesaurus/concept9137,1.20,Organisme local de l'enseignement,Local educational bodies,,,1245,,1262
3393,Regional educational bodies,http://vocabularies.unesco.org/thesaurus/concept9138,1.20,Organisme régional de l'enseignement,Regional educational bodies,Organe intergouvernemental regroupant plusieurs pays.,Intergovernmental bodies grouping a number of countries.,1245,,3397
1496,Examination boards,http://vocabularies.unesco.org/thesaurus/concept9140,1.20,Jury d'examen,Examination boards,Groupe d'examinateurs responsable de la mise en place et la notation d'un examen et de la consignation des résultats.,Organize the setting and marking of examinations and the recording of results.,1328,,1245|1499
2986,Parent teacher organizations,http://vocabularies.unesco.org/thesaurus/concept9157,1.20,Organisation parents-enseignants,Parent teacher organizations,,,1251,,2987|2983|2988
3955,Student organizations,http://vocabularies.unesco.org/thesaurus/concept9158,1.20,Organisation d'étudiants,Student organizations,,,1251,3591,3954|3956|3958|1520|4284|4486
3609,School supervision,http://vocabularies.unesco.org/thesaurus/concept9409,1.20,Inspection des écoles,School supervision,,,1328,4050,
4056,Teaching abroad,http://vocabularies.unesco.org/thesaurus/concept9842,1.20,Enseignement à l'étranger,Teaching abroad,,,4041,,3966|1502|4221|4340
33,Ability grouping,http://vocabularies.unesco.org/thesaurus/concept1002,1.25,Groupement par aptitudes,Ability grouping,,,1281,,1983|654
75,Admission requirements,http://vocabularies.unesco.org/thesaurus/concept1089,1.25,Conditions d'admission,Admission requirements,"Conditions requises (certificats d'examen, preuves de compétences, etc.) pour accéder à un programme de cours, poursuivre des études, faire une formation, etc.","Conditions (examination certificates, proof of skills, etc.) of entrance to courses of study, further study, training, etc.",1294,,1411|43
1291,Educational leave,http://vocabularies.unesco.org/thesaurus/concept1109,1.25,Congé d'études,Educational leave,"Utiliser quand il s'agit d'un congé, rémunéré ou non, accordé à un employé à des fins éducatives.",Use in connection with paid or unpaid leave granted to employees for educational purposes.,45,,
1335,Educational timetables,http://vocabularies.unesco.org/thesaurus/concept1110,1.25,Emploi du temps scolaire,Educational timetables,,,45,,1252
3596,School holidays,http://vocabularies.unesco.org/thesaurus/concept1111,1.25,Vacances scolaires,School holidays,,,45,,1252
3610,School time,http://vocabularies.unesco.org/thesaurus/concept1112,1.25,Temps scolaire,School time,,,45,,1252
3595,School health services,http://vocabularies.unesco.org/thesaurus/concept16218,1.25,Service médical scolaire,School health services,,,3964,,
3962,Student transportation,http://vocabularies.unesco.org/thesaurus/concept16238,1.25,Transport d'élèves,Student transportation,,,3964,,4212|3611
1983,Inclusive education,http://vocabularies.unesco.org/thesaurus/concept17016,1.25,Education inclusive,Inclusive education,,,650,,4274|33|3886|1747|1090
4221,Travel grants,http://vocabularies.unesco.org/thesaurus/concept2073,1.25,Allocation de voyage,Travel grants,,,1280,,3966|4056|3968
3951,Student housing,http://vocabularies.unesco.org/thesaurus/concept2082,1.25,Logement des étudiants,Student housing,,,3964,,3958|4284
45,Academic year,http://vocabularies.unesco.org/thesaurus/concept27,1.25,Année académique,Academic year,,,,1291|1335|3596|3610,1252
1280,Educational grants,http://vocabularies.unesco.org/thesaurus/concept28,1.25,Allocation d'étude,Educational grants,,,,1550|3587|3952|4221,1274
1281,Educational grouping,http://vocabularies.unesco.org/thesaurus/concept29,1.25,Groupement éducatif,Educational grouping,,,,33|650,1294|3597|680
1282,Educational guidance,http://vocabularies.unesco.org/thesaurus/concept30,1.25,Orientation pédagogique,Educational guidance,"Conseils donnés aux élèves ou aux étudiants à propos de leur évolution académique, leurs perspectives de carrière, leurs difficultés ou angoisses personnelles.","Advising pupils or students on their educational progress, on career opportunities, or personal difficulties or anxieties.",,4349,3599|1313|1257|4204|856
1294,Educational management,http://vocabularies.unesco.org/thesaurus/concept31,1.25,Gestion de l'éducation,Educational management,Utiliser quand il s'agit de la gestion d'un établissement éducatif.,Use to mean the management of educational establishments.,,75,1244|1281|3597|1252|1274|1502|1249|1253|1262|4032
3599,School leaving,http://vocabularies.unesco.org/thesaurus/concept32,1.25,Fin de scolarité,School leaving,,,,3665,1282|4204|4349
3964,Student welfare,http://vocabularies.unesco.org/thesaurus/concept33,1.25,Protection de l'étudiant,Student welfare,,,,3595|3603|3948|3951|3962,3817|1324|3958
3587,Scholarships,http://vocabularies.unesco.org/thesaurus/concept3685,1.25,Bourse d'études,Scholarships,Octroi monétaire aux collégiens et aux étudiants de premier cycle.,Reserve for school and undergraduate levels of education.,1280,,1772
1550,Fellowships,http://vocabularies.unesco.org/thesaurus/concept3687,1.25,Bourse de recherche,Fellowships,Attribuée à un étudiant pour la poursuite d'études de niveau supérieur.,Award to continue studies to an advanced level.,1280,,3443
3603,School meals,http://vocabularies.unesco.org/thesaurus/concept4593,1.25,Cantine scolaire,School meals,,,3964,,
4349,Vocational guidance,http://vocabularies.unesco.org/thesaurus/concept4675,1.25,Orientation professionnelle,Vocational guidance,"Aide apportée à un individu, dans le cadre ou à l'extérieur du système scolaire, pour faciliter le choix d'une carrière ou d'un métier.",Help given to the individual inside or outside the school system in choosing a career or occupation.,1282,,544|2870|3599|4348|1238|4204|856|2861|2551
650,Classes,http://vocabularies.unesco.org/thesaurus/concept5365,1.25,Classe,Classes,,,1281,1983,649|654
